tags,title,idauthor,author
2232,"['G', 'D']","insider trading, stochastic liquidity, and equilibrium prices",p04301,pierre collin-dufresne
2232,"['G', 'D']","insider trading, stochastic liquidity, and equilibrium prices", p05452, vyacheslav fos
2233,"['O', 'D', 'G', 'E']",why doesn't technology flow from rich to poor countries?,p02053,harold cole
2233,"['O', 'D', 'G', 'E']",why doesn't technology flow from rich to poor countries?, p02459, jeremy greenwood
2233,"['O', 'D', 'G', 'E']",why doesn't technology flow from rich to poor countries?, p02835, juan sanchez
2234,['E'],unemployment and business cycles,p03142,lawrence christiano
2234,['E'],unemployment and business cycles, p03502, martin eichenbaum
2234,['E'],unemployment and business cycles, p03551, mathias trabandt
2236,"['E', 'D']",a theory of macroprudential policies in the presence of nominal rigidities,p01499,emmanuel farhi
2236,"['E', 'D']",a theory of macroprudential policies in the presence of nominal rigidities, p02244, ivan werning
2237,"['J', 'I', 'H']","female labor supply, human capital, and welfare reform",p01033,costas meghir
2237,"['J', 'I', 'H']","female labor supply, human capital, and welfare reform", p02702, jonathan shaw
2237,"['J', 'I', 'H']","female labor supply, human capital, and welfare reform", p03812, monica costa dias
2237,"['J', 'I', 'H']","female labor supply, human capital, and welfare reform", p04486, richard blundell
2238,"['C', 'J', 'R', 'G', 'D']",an empirical equilibrium model of a decentralized asset market,p00127,alessandro gavazza
2247,"['J', 'C']",quantile selection models with an application to understanding changes in wage inequality,p03316,manuel arellano
2247,"['J', 'C']",quantile selection models with an application to understanding changes in wage inequality, p04997, stephane bonhomme
2248,"['J', 'E', 'C']",identifying equilibrium models of labor market sorting,p02209,iourii manovskii
2248,"['J', 'E', 'C']",identifying equilibrium models of labor market sorting, p03376, marcus hagedorn
2248,"['J', 'E', 'C']",identifying equilibrium models of labor market sorting, p05360, tzuo hann law
2249,['J'],perfect competition in markets with adverse selection,p01093,daniel gottlieb
2249,['J'],perfect competition in markets with adverse selection, p01402, eduardo azevedo
2250,"['D', 'C']",first-price auctions with general information structures: implications for bidding and revenue,p00600,benjamin brooks
2250,"['D', 'C']",first-price auctions with general information structures: implications for bidding and revenue, p01331, dirk bergemann
2250,"['D', 'C']",first-price auctions with general information structures: implications for bidding and revenue, p05026, stephen morris
2251,"['L', 'D']",competitive bundling,p02505,jidong zhou
2255,"['G', 'E']",search for yield,p01220,david martinez-miera
2255,"['G', 'E']",search for yield, p04372, rafael repullo
2256,"['L', 'I']",insurer competition in health care markets,p02936,katherine ho
2256,"['L', 'I']",insurer competition in health care markets, p04614, robin lee
2259,"['O', 'J', 'D']",aspirations and inequality,p01290,debraj ray
2259,"['O', 'J', 'D']",aspirations and inequality, p01825, garance genicot
2260,['D'],rational inattention dynamics: inertia and delay in decision-making,p01019,colin stewart
2260,['D'],rational inattention dynamics: inertia and delay in decision-making, p01694, filip matejka
2260,['D'],rational inattention dynamics: inertia and delay in decision-making, p02277, jakub steiner
2264,"['D', 'C']",earnings and consumption dynamics: a nonlinear panel data framework,p03316,manuel arellano
2264,"['D', 'C']",earnings and consumption dynamics: a nonlinear panel data framework, p04486, richard blundell
2264,"['D', 'C']",earnings and consumption dynamics: a nonlinear panel data framework, p04997, stephane bonhomme
2268,"['P', 'D']",political economy of redistribution,p01085,daniel diermeier
2268,"['P', 'D']",political economy of redistribution, p01881, georgy egorov
2268,"['P', 'D']",political economy of redistribution, p03048, konstantin sonin
2271,"['E', 'D']",uncertainty shocks in a model of effective demand,p00698,brent bundick
2271,"['E', 'D']",uncertainty shocks in a model of effective demand, p05105, susanto basu
2272,['C'],generalized instrumental variable models,p00029,adam rosen
2272,['C'],generalized instrumental variable models, p00334, andrew chesher
2273,['C'],an econometric model of network formation with degree heterogeneity,p00752,bryan graham
2274,"['N', 'D']",the evolution of culture and institutions: evidence from the kuba kingdom,p02321,james robinson
2274,"['N', 'D']",the evolution of culture and institutions: evidence from the kuba kingdom, p02706, jonathan weigel
2274,"['N', 'D']",the evolution of culture and institutions: evidence from the kuba kingdom, p03873, nathan nunn
2274,"['N', 'D']",the evolution of culture and institutions: evidence from the kuba kingdom, p04751, sara lowes
2275,"['D', 'F', 'C']",networks in conflict: theory and evidence from the great war of africa,p01350,dominic rohner
2275,"['D', 'F', 'C']",networks in conflict: theory and evidence from the great war of africa, p01655, fabrizio zilibotti
2275,"['D', 'F', 'C']",networks in conflict: theory and evidence from the great war of africa, p03550, mathias thoenig
2275,"['D', 'F', 'C']",networks in conflict: theory and evidence from the great war of africa, p03697, michael konig
2278,"['G', 'D']",the identification of beliefs from asset demand,p01677,felix kubler
2278,"['G', 'D']",the identification of beliefs from asset demand, p02097, herakles polemarchakis
2279,['D'],partial ambiguity,p00661,bin miao
2279,['D'],partial ambiguity, p04932, songfa zhong
2279,['D'],partial ambiguity, p04937, soo hong chew
2280,"['O', 'J', 'D']",parenting with style: altruism and paternalism in intergenerational preference transmission,p01655,fabrizio zilibotti
2280,"['O', 'J', 'D']",parenting with style: altruism and paternalism in intergenerational preference transmission, p03598, matthias doepke
2281,"['I', 'D', 'C']",research design meets market design: using centralized assignment for impact evaluation,p00521,atila abdulkadiroglu
2281,"['I', 'D', 'C']",research design meets market design: using centralized assignment for impact evaluation, p02789, joshua angrist
2281,"['I', 'D', 'C']",research design meets market design: using centralized assignment for impact evaluation, p04094, parag pathak
2281,"['I', 'D', 'C']",research design meets market design: using centralized assignment for impact evaluation, p05646, yusuke narita
2284,['C'],nonparametric stochastic discount factor decomposition,p05270,timothy christensen
2285,"['E', 'F']",money as a unit of account,p03521,martin schneider
2285,"['E', 'F']",money as a unit of account, p03598, matthias doepke
2291,['D'],competitive division of a mixed manna,p00391,anna bogomolnaia
2291,['D'],competitive division of a mixed manna, p01452, elena yanovskaya
2291,['D'],competitive division of a mixed manna, p01672, fedor sandomirskiy
2291,['D'],competitive division of a mixed manna, p02104, herve moulin
2294,"['J', 'I', 'C']",unordered monotonicity,p02301,james heckman
2294,"['J', 'I', 'C']",unordered monotonicity, p04625, rodrigo pinto
2295,"['O', 'D', 'F']","growth, trade, and inequality",p01455,elhanan helpman
2295,"['O', 'D', 'F']","growth, trade, and inequality", p01851, gene grossman
2298,"['D', 'C']",time preferences and bargaining,p04796,sebastian schweighofer-kodritsch
2301,"['I', 'D', 'C']",demand analysis using strategic reports: an application to a school choice mechanism,p03947,nikhil agarwal
2301,"['I', 'D', 'C']",demand analysis using strategic reports: an application to a school choice mechanism, p04175, paulo somaini
2304,"['L', 'D', 'F']",multiproduct-firm oligopoly: an aggregative games approach,p03942,nicolas schutz
2304,"['L', 'D', 'F']",multiproduct-firm oligopoly: an aggregative games approach, p05449, volker nocke
2306,['C'],who should be treated? empirical welfare maximization methods for treatment choice,p00118,aleksey tetenov
2306,['C'],who should be treated? empirical welfare maximization methods for treatment choice, p05339, toru kitagawa
2307,"['G', 'E', 'C']",identifying long-run risks: a bayesian mixed-frequency approach,p00235,amir yaron
2307,"['G', 'E', 'C']",identifying long-run risks: a bayesian mixed-frequency approach, p01361, dongho song
2307,"['G', 'E', 'C']",identifying long-run risks: a bayesian mixed-frequency approach, p01777, frank schorfheide
2308,['C'],optimal inference in a class of regression models,p03740,michal kolesar
2308,['C'],optimal inference in a class of regression models, p05263, timothy armstrong
2310,"['E', 'C']",long-run covariability,p03476,mark watson
2310,"['E', 'C']",long-run covariability, p05370, ulrich muller
2311,"['E', 'D']",saving and dissaving with hyperbolic discounting,p01061,dan cao
2311,"['E', 'D']",saving and dissaving with hyperbolic discounting, p02244, ivan werning
2312,"['D', 'C']",eliciting temptation and self-control through menu choices: a lab experiment,p04837,severine toussaert
2313,['L'],the welfare effects of vertical integration in multichannel television markets,p00192,ali yurukoglu
2313,['L'],the welfare effects of vertical integration in multichannel television markets, p01969, gregory crawford
2313,['L'],the welfare effects of vertical integration in multichannel television markets, p03733, michael whinston
2313,['L'],the welfare effects of vertical integration in multichannel television markets, p04614, robin lee
2315,"['L', 'M', 'I', 'D']",the efficiency of slacking off: evidence from the emergency department,p01172,david chan
2316,"['E', 'D', 'C']",really uncertain business cycles,p02234,itay saporta-eksten
2316,"['E', 'D', 'C']",really uncertain business cycles, p03623, max floetotto
2316,"['E', 'D', 'C']",really uncertain business cycles, p03902, nicholas bloom
2316,"['E', 'D', 'C']",really uncertain business cycles, p03965, nir jaimovich
2316,"['E', 'D', 'C']",really uncertain business cycles, p05034, stephen terry
2317,"['L', 'G', 'D']",competing on speed,p01490,emiliano pagnotta
2317,"['L', 'G', 'D']",competing on speed, p05232, thomas philippon
2318,"['G', 'D']",strategic trading in informationally complex environments,p03710,michael ostrovsky
2318,"['G', 'D']",strategic trading in informationally complex environments, p03776, mikhail panov
2318,"['G', 'D']",strategic trading in informationally complex environments, p03937, nicolas lambert
2322,"['D', 'C']",the implementation duality,p01858,georg noldeke
2322,"['D', 'C']",the implementation duality, p03092, larry samuelson
2326,['G'],"activism, strategic trading, and liquidity",p00159,alexander ljungqvist
2326,['G'],"activism, strategic trading, and liquidity", p02994, kerry back
2326,['G'],"activism, strategic trading, and liquidity", p04301, pierre collin-dufresne
2326,['G'],"activism, strategic trading, and liquidity", p05145, tao li
2326,['G'],"activism, strategic trading, and liquidity", p05452, vyacheslav fos
2332,['E'],quantifying confidence,p01651,fabrice collard
2332,['E'],quantifying confidence, p01879, george-marios angeletos
